ds,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ano Novo,Ano Novo_lower,Ano Novo_upper,Black friday,Black friday_lower,Black friday_upper,Dia das crianças,Dia das crianças_lower,Dia das crianças_upper,Dia das mães,Dia das mães_lower,Dia das mães_upper,Dia dos namorados,Dia dos namorados_lower,Dia dos namorados_upper,Dia dos pais,Dia dos pais_lower,Dia dos pais_upper,Natal,Natal_lower,Natal_upper,Páscoa,Páscoa_lower,Páscoa_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-01-31,2018-01-31,89.88376282179547,-27.807490819464324,61.313263407670455,89.88376282179547,89.88376282179547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.87034585596983,-72.87034585596983,-72.87034585596983,0.0,0.0,0.0,-72.87034585596983,-72.87034585596983,-72.87034585596983,0.0,0.0,0.0,17.01341696582564
2018-02-28,2018-02-28,87.5064360916059,7.959054583019646,93.76224316871848,87.5064360916059,87.5064360916059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.775507784071756,-36.775507784071756,-36.775507784071756,0.0,0.0,0.0,-36.775507784071756,-36.775507784071756,-36.775507784071756,0.0,0.0,0.0,50.73092830753415
2018-03-31,2018-03-31,84.87439578213909,22.07450430629009,112.26319757018481,84.87439578213909,84.87439578213909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.483248804666216,11.483248804666216,11.483248804666216,-15.864566850582303,-15.864566850582303,-15.864566850582303,11.483248804666216,11.483248804666216,11.483248804666216,-27.347815655248517,-27.347815655248517,-27.347815655248517,0.0,0.0,0.0,69.00982893155678
2018-04-30,2018-04-30,82.32725999877832,9.857761584151751,98.8746994417034,82.32725999877832,82.32725999877832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.944513791283832,-29.944513791283832,-29.944513791283832,0.0,0.0,0.0,-29.944513791283832,-29.944513791283832,-29.944513791283832,0.0,0.0,0.0,52.382746207494485
2018-05-31,2018-05-31,79.69521969272978,4.5963156910796314,94.56188516289438,79.69521969272978,79.69521969272978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.809534121776537,-30.809534121776537,-30.809534121776537,0.0,0.0,0.0,-30.809534121776537,-30.809534121776537,-30.809534121776537,0.0,0.0,0.0,48.88568557095324
2018-06-30,2018-06-30,77.14808391377981,8.564254815075104,96.25352232682818,77.14808391377981,77.14808391377981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.68066186930616,-22.68066186930616,-22.68066186930616,0.0,0.0,0.0,-22.68066186930616,-22.68066186930616,-22.68066186930616,0.0,0.0,0.0,54.46742204447365
2018-07-31,2018-07-31,74.51604360834149,16.21756096234949,99.63039484494327,74.51604360834149,74.51604360834149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.34600095966547,-15.34600095966547,-15.34600095966547,0.0,0.0,0.0,-15.34600095966547,-15.34600095966547,-15.34600095966547,0.0,0.0,0.0,59.17004264867602
2018-08-31,2018-08-31,71.8840033056619,2.8108851098500143,92.02777989980459,71.8840033056619,71.8840033056619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.53610560636148,-22.53610560636148,-22.53610560636148,0.0,0.0,0.0,-22.53610560636148,-22.53610560636148,-22.53610560636148,0.0,0.0,0.0,49.347897699300425
2018-09-30,2018-09-30,69.33686752887519,3.106676669248213,94.44551801865488,69.33686752887519,69.33686752887519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.213582293204144,-18.213582293204144,-18.213582293204144,0.0,0.0,0.0,-18.213582293204144,-18.213582293204144,-18.213582293204144,0.0,0.0,0.0,51.12328523567105
2018-10-31,2018-10-31,66.7048272259216,9.717280871832171,99.02326076200981,66.7048272259216,66.7048272259216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.967308293618787,-11.967308293618787,-11.967308293618787,0.0,0.0,0.0,-11.967308293618787,-11.967308293618787,-11.967308293618787,0.0,0.0,0.0,54.73751893230282
