COD_PRODUTO;PRODUTO;FORNECEDOR;COD_CLASS1;COD_CLASS2;COD_CLASSIFICACAO;CLASS1;CLASS2;CLASSIFICACAO;COD_GRUPO;Desc Grupo;
015972;PAINEL ASTRO VULC PT ADAMASCA;;05;0502;050204;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR PAINEL PARA TV;1000;MOVEIS;
015973;PAINEL ASTRO CARVALHO VITTRO PRETO;;05;0502;050204;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR PAINEL PARA TV;1000;MOVEIS;
015974;RACK ZOON BR EVEREST PLATA;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
015975;RACK ZOOM VULC PT;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
015976;RACK ZOON CARVALHO VITTRO PRETO;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
015977;RACK CLIP EVEREST  BR BRILHO;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
015978;RACK CLIP VULC PT BRILHO;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
015979;RACK CLIP CARV VITTRO PRETO;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
015980;LG A290 3 CHIPS DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
015981;SAMSUNG STAR 3 DUOS S5222 DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
015982;SAMSUNG DUOS SLIDE C3752 DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
015983;MEU 411 PRETO DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
015984;ZTE R228 BARBIE CHAMPAGNE DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
015985;FERRO FB 167A 220V AZUL;;03;0303;030304;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS FERRO;1006;ELETROPORTATEIS;
015986;AUDIO PH 61 N2 PRETO MP3 PHILCO;;01;0102;010205;TECNOLOGIA;TECNOLOGIA AUDIO;TECNOLOGIA AUDIO SOM PORTATIL;1004;AUDIO E SOM;
015987;AUDIO PH 61 LILAS MP3 PHILCO;;01;0102;010205;TECNOLOGIA;TECNOLOGIA AUDIO;TECNOLOGIA AUDIO SOM PORTATIL;1004;AUDIO E SOM;
015988;AUDIO PH 61 ROSA 2 MP3;;01;0102;010205;TECNOLOGIA;TECNOLOGIA AUDIO;TECNOLOGIA AUDIO SOM PORTATIL;1004;AUDIO E SOM;
015989;MINI SYSTEM PH 400 N C DVD PHILCO;;01;0102;010203;TECNOLOGIA;TECNOLOGIA AUDIO;TECNOLOGIA AUDIO MINI SYSTEM;1004;AUDIO E SOM;
015990;SAMSUNG GALAXY S5360B TIM;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
015991;MEU 411 BANCO ROSA DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
015992;CONJ.TERRACO MDF 02100 CZ PT;;05;0506;050601;MOVEIS;MOVEIS TERRACO;MOVEIS TERRACO CONJUNTO;1000;MOVEIS;
015993;CONJ.TERRACO MDF 02100 BR;;05;0506;050601;MOVEIS;MOVEIS TERRACO;MOVEIS TERRACO CONJUNTO;1000;MOVEIS;
015994;VENTILADOR SFP4 TURBO SIL PAREDE GRUPO SEB;;03;0302;030205;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO VENTILADOR;1006;ELETROPORTATEIS;
015995;VENTILADOR TSC4 TURBO SIL MAXX COL GRUPO SEB;;03;0302;030205;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO VENTILADOR;1007;AR E VENTILACAO;
015996;UNID.DIG.P M STI CORE I 5 CI52320 4GB HD500 W;;01;0103;010304;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA PC;1008;INFORMATICA;
015997;NOTEBOOK STI IS CORE I 3 CI3380M 4GB HD500 W7;;01;0103;010301;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA NOTEBOOK;1008;INFORMATICA;
015998;NOTEBOOK STI IS CORE I 5 4GB HD500 W7 CI52450;;01;0103;010301;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA NOTEBOOK;1008;INFORMATICA;
015999;NOTEBOOK STI IS P.DUAL CORE 4GB HD320 W7;;01;0103;010301;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA NOTEBOOK;1008;INFORMATICA;
016000;TABLET NB005 AND DIAMOND PC 7 WI FI PRETO;;01;0103;010305;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA TABLET;1008;INFORMATICA;
016001;ARM ACO ITANEW IP1 40 BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016002;ARM ACO ITANEW IP2 80 BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016003;ARM ACO ITANEW IPV2 80 BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016004;ARM ACO ITANEW IPV2 80 PT;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016005;ARM ACO ITANEW IP3 120 BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016006;ARM ACO ITANEW IP31V 120 NG BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016007;ARM ACO ITANEW IP31V 120 NG PT;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016008;ARM ACO ITANEW IPV3 120 NG BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016009;ARM ACO ITANEW IPV3 120 NG PT;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016010;ARM ACO ITANEW IPL 40 BR;;05;0503;050304;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA PANELEIRO;1000;MOVEIS;
016011;ARM ACO ITANEW IPLD 80 BR;;05;0503;050304;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA PANELEIRO;1000;MOVEIS;
016012;ARM ACO ITANEW IPLDV 80 NG BR;;05;0503;050304;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA PANELEIRO;1000;MOVEIS;
016013;ARM ACO ITANEW IPLDV 80 NG PT;;05;0503;050304;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA PANELEIRO;1000;MOVEIS;
016014;ARM ACO ITANEW IPG2 70 BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016015;ARM ACO ITANEW IA BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016016;ARM ACO ITANEW IG1 40 BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016017;ARM ACO ITANEW IG2 80 BR;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
016018;ARM ACO ITANEW IG3 120 BR;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
016019;ARM ACO ITANEW IG3G4 120 BR;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
016020;ARM ACO ITANEW IG3G4 120 PT;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
016021;CONJ. FENIX 1,50 BR PT 6 CAD.BR 6 PT COURINO;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016022;CONJ.EST.YASMINI 2X2 L.C BAR TEC.9026;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016023;CONJ.EST.YASMINI 2X2 L.C BAR TEC.10003;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016024;ARM ACO ITANEW IAG NG BR;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
016025;ARM ACO ITANEW I3 GD 120 BR MD1 2 2 2;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016026;ARM ACO ITANEW I3V G4 120 BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016027;ARM ACO ITANEW I3V G4 120 PT;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016028;ARM ACO ITANEW I31V G4GD 120 BR;;05;0503;050307;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA KIT;1000;MOVEIS;
016029;ARM ACO ITANEW I31V G4GD 120 PT;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016030;NOKIA X1 00 CLARO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016031;NOKIA C2 02 CLARO BCO DOUR;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016032;NOKIA C2 02 CLARO PTO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016033;NOKIA LUMIA 710 TIM PRETO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016034;MOTOROLA EX132 CALRO PRETO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016035;SAMSUNG S3580 CORBY II CLARO PRETO AMARELO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016036;POLTRONA PONTE VERDE BR;;05;0506;050604;MOVEIS;MOVEIS TERRACO;MOVEIS TERRACO POLTRONA;1000;MOVEIS;
016037;POLTRONA PONTE VERDE VINHO;;05;0506;050604;MOVEIS;MOVEIS TERRACO;MOVEIS TERRACO POLTRONA;1000;MOVEIS;
016038;CONJ.EST.YASMINI 2X2 L.C BAR TEC.6006;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016039;CONJ.EST.YASMINI 2X2 L.C BAR TEC.10023;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016040;CONJ.EST.YASMINI 2X2 L.C BAR TEC.9024;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016041;NOKIA LUMIA 710 CLARO BRANCO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016042;CAMA BIBOX BARBARA CINZA FLEX CZ PRT;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
016043;NOKIA ASHA 200 GRAFITE CLARO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016044;SAMSUNG GALAXY ACE CLARO PRETO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016045;TELEFONE C FIO 42TCF3000000 PT CHAMADASVIVA V;;03;0303;030314;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS TELEFONE;1002;CELULAR;
016046;ARM SUPREMA IPLDA 70 PT LACA;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016047;ARM SUPREMA IPLA 35 PT LACA;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016048;ARM SUPREMA IG3G2 120 BR PT LACA;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016049;ARM SUPREMA IPH1G 70 PT LACA;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016050;VENTILADOR VE3G TURBO GRAF ARNO;;03;0302;030205;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO VENTILADOR;1006;ELETROPORTATEIS;
016051;VENTILADOR TSC3 TURBO SIL COLLEC ARNO;;03;0302;030205;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO VENTILADOR;1006;ELETROPORTATEIS;
016052;SAMSUNG GALAXY S II I9100 TIM;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016053;NOKIA N500 TIM;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016054;TABLET MOX PAD731 736 CAPA 12.1MP 4GB WIFI;;01;0103;010305;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA TABLET;1008;INFORMATICA;
016055;CAMERA DIGITAL MIRAGE JAZZ 10.0 MP 2,4 PT;;01;0106;010601;TECNOLOGIA;TECNOLOGIA CÂMERA E FILMADORA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA;1006;ELETROPORTATEIS;
016056;ESTANTE ACO C 6 BAND L 26;;05;0502;050206;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR ESTANTE;1000;MOVEIS;
016057;CARREGADOR UNIVERSAL CELULAR MULTILASER;;02;0204;020401;CELULAR;CELULAR ACESSORIO;CELULAR ACESSORIO ACESSORIO;1008;INFORMATICA;
016058;ADAPTADOR USB AC MULTILASER;;02;0204;020401;CELULAR;CELULAR ACESSORIO;CELULAR ACESSORIO ACESSORIO;1002;CELULAR;
016059;ORGANIZADOR GIOVANA BR;;05;0501;050104;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO SAPATEIRA;1000;MOVEIS;
016060;REFRIGERADOR DC47A;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
016061;REFRIGERADOR DF49A;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
016062;LAVADORA LT11F 220V 60HZ;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
016063;LAVADORA LTP12 220V 60HZ;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
016064;UNIDADE INT COND PI 18 F;;03;0302;030201;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO AR CONDICIONADO;1001;ELETRODOMESTICOS;
016065;UNIDADE EXT COND PE 18 F;;03;0302;030201;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO AR CONDICIONADO;1001;ELETRODOMESTICOS;
016066;UNIDADE INT COND PI 24 F;;03;0302;030201;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO AR CONDICIONADO;1001;ELETRODOMESTICOS;
016067;UNIDADE EXT COND PE 24 F;;03;0302;030201;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO AR CONDICIONADO;1001;ELETRODOMESTICOS;
016068;VENTILADOR TS40 SILENCIO 40CM GRUPO SEB;;03;0302;030205;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO VENTILADOR;1006;ELETROPORTATEIS;
016069;TELEVISOR LCD 40 PFL3805D 78;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;
016070;SOFA CANTO S V SILVA;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016071;SOFA ELEGANCE S V SILVA;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016072;CONJUNTO GRECIA S V SILVA;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016073;NOTEBOOK ACER AO722 0851 AMD 4GB H500 W7;;01;0103;010301;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA NOTEBOOK;1008;INFORMATICA;
016074;HAUWEI G3511 PT VERM CLARO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016075;ALCATEL OT 223 SINZA CLARO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016076;MEU SN61 4 CHIPS PRET VERM DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016077;MEU SN61 A CHIPS PRETO DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016078;MEU 411 PRET VERM DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016079;CONJ. CAPRI 809 812;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016080;CONJ. CAPRI 801 810;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016081;CONJ. CAPRI 672 671;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016082;CONJ. CAPRI 604 646;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016083;CONJ. STAMBUL 809 812;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016084;CONJ. STAMBUL 801 810;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016085;CONJ. STAMBUL 672 671;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016086;CONJ. STAMBUL 645 644;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016087;CONJ.ESTOF.MARROCOS 504 KOR BR;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016088;CONJ.ESTOF.MARROCOS 511 KOR CREME;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016089;CONJ.ESTOF.MARROCOS 509 KOR MARRON;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016090;CONJ.ESTOF.MARROCOS 508 KOR PRETO;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016091;CONJ.ESTOF.TONISIA 3 2 LUG.650 661;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016092;CONJ.ESTOF.TONISIA 3 2 LUG.686 685;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016093;CONJ.ESTOF.TONISIA 3 2 LUG.614 615;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016094;CONJ.ESTOF.TONISIA 3 2 LUG.652 651;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016095;CONJ.ESTOF.SUICA 3 LUG.C CHAISE 650 661;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016096;CONJ.ESTOF.SUICA 3 LUG.C CHAISE 686 685;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016097;CONJ.ESTOF.SUICA 3 LUG.C CHAISE 614 615;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016098;CONJ.ESTOF.SUICA 3 LUG.C CHAISE 652 651;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
016099;PERSONALITA ARM GELADEIRA BASC 131 BR ACA SUC;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016100;PERSONALITA ARM GELADEIRA BASC 176 BR GRIZ;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016101;PERSONALITA ARM GELADEIRA BASC 207 BR GRAF;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016102;PERSONALITA ARMARIO 1.20 VID 207 BR GRAF;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016103;PERSONALITA BALCAO 1.20 C 3G.C T 223 BR ACA G;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016104;PERSONALITA BALCAO 1.20 C 3G.C T 206 BR GZ GF;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016105;PERSONALITA BALCAO 1.20 C 3G.C T 207 BR GF;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016106;PERSONALITA PANELEIRO DUPLO 223 BR ACA GRAF;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016107;PERSONALITA PANELEIRO DUPLO 206 BR GRIZ GRAF;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016108;PERSONALITA PANELEIRO DUPLO 207 BR GRAF;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
016109;PERSONALITA PANELEIRO SIMPLES 207 BR GRAF;;05;0503;050304;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA PANELEIRO;1000;MOVEIS;
016110;ESTANTE ASTRA 1110 09 CAPUCCINO PT;;05;0502;050206;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR ESTANTE;1000;MOVEIS;
016111;KIT 6 PTS.5353 BR ARG;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016112;KIT 8 PTS.5454 BR ARG;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016113;KIT MAYRA 9898 BR ARG;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016114;KIT MELISSA 6280 BR ARG;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
016115;SAMSUNG GALAXY Y DUOS S6102B TIM PT;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016116;MOTOROLA EX116 TIM PT;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016117;ESTANTE MOVIE 6048 CARV PT;;05;0502;050206;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR ESTANTE;1000;MOVEIS;
016118;RACK DA VINCI 7045 IMB PT;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
016119;RACK VIGO 7071 CARV PT;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
016120;NOKIA ASHA 302 VIVO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016121;VENKO IDELA 4 CHIPS AZUL SIRI;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016122;VENKO IDEAL 4 CHIPS VERMELHO SIRI;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016123;ALCATEL OT 810 ROSA LUCIANA GIMENEZ ALLIED;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016124;ALCATEL OT 602 CINZA ALLIED;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016125;ALCATEL OT 632 PRETO ALLIED;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016126;HUAWEI G3511 CLARO;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016127;CAFETEIRA CP15 PT 220V BORD INOX;;03;0303;030312;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS CAFETEIRA;1006;ELETROPORTATEIS;
016128;LG OPTIMUS P698 DOIS CHIPS;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
016129;SAMSUNG C3312 BRANCO TIM;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
