,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ano Novo,Ano Novo_lower,Ano Novo_upper,Black friday,Black friday_lower,Black friday_upper,Dia das crianças,Dia das crianças_lower,Dia das crianças_upper,Dia das mães,Dia das mães_lower,Dia das mães_upper,Dia dos namorados,Dia dos namorados_lower,Dia dos namorados_upper,Dia dos pais,Dia dos pais_lower,Dia dos pais_upper,Natal,Natal_lower,Natal_upper,Páscoa,Páscoa_lower,Páscoa_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2015-03-19,-0.9186570964304119,-9.140970370615307,3.873771309559311,-0.9186570964304119,-0.9186570964304119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0942934322946845,-2.0942934322946845,-2.0942934322946845,0.0,0.0,0.0,-2.0942934322946845,-2.0942934322946845,-2.0942934322946845,0.0,0.0,0.0,-3.0129505287250966
11,2015-03-26,-0.7763505215373229,-8.738488631227046,4.600851939993582,-0.776350521537323,-0.776350521537323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6123448224678882,-1.6123448224678882,-1.6123448224678882,0.0,0.0,0.0,-1.6123448224678882,-1.6123448224678882,-1.6123448224678882,0.0,0.0,0.0,-2.388695344005211
12,2015-04-02,-0.6340439466442337,-7.800046287610195,5.68454770921165,-0.6340439466442337,-0.6340439466442337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0306855080665966,1.0306855080665966,1.0306855080665966,-0.26887024180982855,-0.26887024180982855,-0.26887024180982855,1.0306855080665966,1.0306855080665966,1.0306855080665966,-1.2995557498764252,-1.2995557498764252,-1.2995557498764252,0.0,0.0,0.0,-0.9029141884540622
13,2015-04-09,-0.4917373717511446,-8.660245021934545,4.686898966204403,-0.4917373717511446,-0.4917373717511446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6837770763520084,-1.6837770763520084,-1.6837770763520084,0.0,0.0,0.0,-1.6837770763520084,-1.6837770763520084,-1.6837770763520084,0.0,0.0,0.0,-2.175514448103153
14,2015-04-16,-0.34943079685805606,-9.52448666864131,3.458093580654829,-0.34943079685805606,-0.34943079685805606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1715009575629787,-2.1715009575629787,-2.1715009575629787,0.0,0.0,0.0,-2.1715009575629787,-2.1715009575629787,-2.1715009575629787,0.0,0.0,0.0,-2.5209317544210346
15,2015-04-23,-0.20712422196496666,-7.821170329562676,4.561439805538265,-0.20712422196496666,-0.20712422196496666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5280698022071477,-1.5280698022071477,-1.5280698022071477,0.0,0.0,0.0,-1.5280698022071477,-1.5280698022071477,-1.5280698022071477,0.0,0.0,0.0,-1.7351940241721144
16,2015-04-30,-0.06481764677621703,-6.148219095486509,7.318360783823757,-0.06481764677621703,-0.06481764677621703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6498920283407656,0.6498920283407656,0.6498920283407656,0.0,0.0,0.0,0.6498920283407656,0.6498920283407656,0.6498920283407656,0.0,0.0,0.0,0.5850743815645486
17,2015-05-07,0.07748892841253259,-5.992603826939376,6.88679652668385,0.07748892841253259,0.07748892841253259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7901159517870013,-2.7901159517870013,-2.7901159517870013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3616502263681156,0.3616502263681156,0.3616502263681156,-2.7901159517870013,-2.7901159517870013,-2.7901159517870013,3.151766178155117,3.151766178155117,3.151766178155117,0.0,0.0,0.0,0.4391391547806482
18,2015-05-14,0.2197955036012822,-1.8156809373748253,11.426601613197196,0.2197955036012822,0.2197955036012822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.152337126651332,4.152337126651332,4.152337126651332,0.0,0.0,0.0,4.152337126651332,4.152337126651332,4.152337126651332,0.0,0.0,0.0,4.372132630252614
19,2015-05-21,0.36210207879003153,-2.8374507758062317,10.038410670341042,0.36210207879003153,0.36210207879003153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.057692663464384,3.057692663464384,3.057692663464384,0.0,0.0,0.0,3.057692663464384,3.057692663464384,3.057692663464384,0.0,0.0,0.0,3.4197947422544157
20,2015-05-28,0.5044086539787811,-4.179185770572491,8.290375145367411,0.5044086539787811,0.5044086539787811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15578402216796,1.15578402216796,1.15578402216796,0.0,0.0,0.0,1.15578402216796,1.15578402216796,1.15578402216796,0.0,0.0,0.0,1.6601926761467412
