,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ano Novo,Ano Novo_lower,Ano Novo_upper,Black friday,Black friday_lower,Black friday_upper,Dia das crianças,Dia das crianças_lower,Dia das crianças_upper,Dia das mães,Dia das mães_lower,Dia das mães_upper,Dia dos namorados,Dia dos namorados_lower,Dia dos namorados_upper,Dia dos pais,Dia dos pais_lower,Dia dos pais_upper,Natal,Natal_lower,Natal_upper,Páscoa,Páscoa_lower,Páscoa_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
21,2015-06-04,0.6467152314692758,-5.688597303111934,7.510532478585616,0.6467152314692758,0.6467152314692758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782269612257013,0.2782269612257013,0.2782269612257013,0.0,0.0,0.0,0.2782269612257013,0.2782269612257013,0.2782269612257013,0.0,0.0,0.0,0.924942192694977
22,2015-06-11,0.7890218089597699,-5.967823090829271,7.314382757855827,0.78902180895977,0.78902180895977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.313117140016772,-1.313117140016772,-1.313117140016772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.382312323009343,-0.382312323009343,-0.382312323009343,-1.313117140016772,-1.313117140016772,-1.313117140016772,0.9308048170074291,0.9308048170074291,0.9308048170074291,0.0,0.0,0.0,0.40670948595042694
23,2015-06-18,0.9313283864502646,-3.8180440019002635,9.384028177621376,0.9313283864502646,0.9313283864502646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96101655894792,1.96101655894792,1.96101655894792,0.0,0.0,0.0,1.96101655894792,1.96101655894792,1.96101655894792,0.0,0.0,0.0,2.8923449453981847
24,2015-06-25,1.0736349639407592,-3.3494300251138873,9.51830271735448,1.0736349639407592,1.0736349639407592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0431676828517555,2.0431676828517555,2.0431676828517555,0.0,0.0,0.0,2.0431676828517555,2.0431676828517555,2.0431676828517555,0.0,0.0,0.0,3.1168026467925145
25,2015-07-02,1.2159415414312533,-3.374008847076963,8.660932459276022,1.2159415414312533,1.2159415414312533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1810740305968717,1.1810740305968717,1.1810740305968717,0.0,0.0,0.0,1.1810740305968717,1.1810740305968717,1.1810740305968717,0.0,0.0,0.0,2.397015572028125
26,2015-07-09,1.3582481203667314,-4.715015929087808,8.488625885382325,1.3582481203667314,1.3582481203667314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5198615067254513,0.5198615067254513,0.5198615067254513,0.0,0.0,0.0,0.5198615067254513,0.5198615067254513,0.5198615067254513,0.0,0.0,0.0,1.8781096270921827
27,2015-07-16,1.500554699302209,-4.168448508857155,8.834232176142379,1.500554699302209,1.500554699302209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8557286877766407,0.8557286877766407,0.8557286877766407,0.0,0.0,0.0,0.8557286877766407,0.8557286877766407,0.8557286877766407,0.0,0.0,0.0,2.3562833870788498
28,2015-07-23,1.6428612782376866,-3.2041632222546155,10.135871402178637,1.6428612782376866,1.6428612782376866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.749351320407286,1.749351320407286,1.749351320407286,0.0,0.0,0.0,1.749351320407286,1.749351320407286,1.749351320407286,0.0,0.0,0.0,3.3922125986449725
29,2015-07-30,1.7851678571731646,-2.596895706575129,10.343018354975985,1.7851678571731646,1.7851678571731646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2625001538075957,2.2625001538075957,2.2625001538075957,0.0,0.0,0.0,2.2625001538075957,2.2625001538075957,2.2625001538075957,0.0,0.0,0.0,4.04766801098076
30,2015-08-06,1.927474436108642,-2.549085231827631,10.189079636237008,1.927474436108642,1.927474436108642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29544611658088127,-0.29544611658088127,-0.29544611658088127,0.0,0.0,0.0,0.0,0.0,0.0,1.932537808082551,1.932537808082551,1.932537808082551,-0.29544611658088127,-0.29544611658088127,-0.29544611658088127,2.2279839246634325,2.2279839246634325,2.2279839246634325,0.0,0.0,0.0,3.860012244191193
31,2015-08-13,2.0697810149461184,-1.8946796251160767,11.617170254514946,2.0697810149461184,2.0697810149461184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31802486938614,2.31802486938614,2.31802486938614,0.0,0.0,0.0,2.31802486938614,2.31802486938614,2.31802486938614,0.0,0.0,0.0,4.387805884332258
32,2015-08-20,2.2120875937835947,-1.4378304708471576,12.00943416845373,2.2120875937835947,2.2120875937835947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81177159568813,2.81177159568813,2.81177159568813,0.0,0.0,0.0,2.81177159568813,2.81177159568813,2.81177159568813,0.0,0.0,0.0,5.023859189471725
33,2015-08-27,2.3543941726210704,-1.7119085421749687,12.198510650423936,2.3543941726210704,2.3543941726210704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7779474287247488,2.7779474287247488,2.7779474287247488,0.0,0.0,0.0,2.7779474287247488,2.7779474287247488,2.7779474287247488,0.0,0.0,0.0,5.13234160134582
34,2015-09-03,2.496700751458547,-2.543685239963308,10.301608675894734,2.496700751458547,2.496700751458547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947820385611118,0.9947820385611118,0.9947820385611118,0.0,0.0,0.0,0.9947820385611118,0.9947820385611118,0.9947820385611118,0.0,0.0,0.0,3.491482790019659
35,2015-09-10,2.639007330545341,-6.699299897815885,6.888721474231889,2.639007330545341,2.639007330545341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3011044868983017,-2.3011044868983017,-2.3011044868983017,0.0,0.0,0.0,-2.3011044868983017,-2.3011044868983017,-2.3011044868983017,0.0,0.0,0.0,0.3379028436470395
36,2015-09-17,2.781313909632137,-8.996527165758922,4.009060842124248,2.781313909632137,2.781313909632137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.042558693476497,-5.042558693476497,-5.042558693476497,0.0,0.0,0.0,-5.042558693476497,-5.042558693476497,-5.042558693476497,0.0,0.0,0.0,-2.26124478384436
37,2015-09-24,2.9236204887189317,-8.998307320633705,4.245019144624483,2.9236204887189317,2.9236204887189317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.14301939196889,-5.14301939196889,-5.14301939196889,0.0,0.0,0.0,-5.14301939196889,-5.14301939196889,-5.14301939196889,0.0,0.0,0.0,-2.2193989032499584
38,2015-10-01,3.065927067805726,-6.008710747036732,7.104386436250857,3.065927067805726,3.065927067805726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7117502257861092,-2.7117502257861092,-2.7117502257861092,0.0,0.0,0.0,-2.7117502257861092,-2.7117502257861092,-2.7117502257861092,0.0,0.0,0.0,0.35417684201961697
39,2015-10-08,3.2082336468925208,-5.593717150066537,6.902887693965401,3.2082336468925208,3.2082336468925208,0.0,0.0,0.0,0.0,0.0,0.0,-2.838903205728277,-2.838903205728277,-2.838903205728277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0320508376813513,-3.0320508376813513,-3.0320508376813513,-2.838903205728277,-2.838903205728277,-2.838903205728277,-0.1931476319530741,-0.1931476319530741,-0.1931476319530741,0.0,0.0,0.0,0.17618280921116947
40,2015-10-15,3.35054022344816,-3.4440714648440927,9.763499597773913,3.35054022344816,3.35054022344816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0915113040809629,-0.0915113040809629,-0.0915113040809629,0.0,0.0,0.0,-0.0915113040809629,-0.0915113040809629,-0.0915113040809629,0.0,0.0,0.0,3.2590289193671973
41,2015-10-22,3.492846800003798,-5.005756317322032,7.182174409574209,3.4928468000037975,3.4928468000037975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5667465370893114,-2.5667465370893114,-2.5667465370893114,0.0,0.0,0.0,-2.5667465370893114,-2.5667465370893114,-2.5667465370893114,0.0,0.0,0.0,0.9261002629144865
42,2015-10-29,3.6351533765594377,-8.656159507082421,4.964881645080772,3.6351533765594377,3.6351533765594377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.34332963793125,-5.34332963793125,-5.34332963793125,0.0,0.0,0.0,-5.34332963793125,-5.34332963793125,-5.34332963793125,0.0,0.0,0.0,-1.708176261371812
43,2015-11-05,3.7774599531150748,-8.250372153493215,4.431908707416899,3.7774599531150743,3.7774599531150743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.924264768854412,-5.924264768854412,-5.924264768854412,0.0,0.0,0.0,-5.924264768854412,-5.924264768854412,-5.924264768854412,0.0,0.0,0.0,-2.1468048157393373
44,2015-11-12,3.919766529670714,-6.461324255204426,7.074385862675837,3.919766529670714,3.919766529670714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.79234539914853,-3.79234539914853,-3.79234539914853,0.0,0.0,0.0,-3.79234539914853,-3.79234539914853,-3.79234539914853,0.0,0.0,0.0,0.12742113052218418
45,2015-11-19,4.062073107123546,-2.808350033327562,10.472721508647961,4.062073107123546,4.062073107123546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54005008531557,-0.54005008531557,-0.54005008531557,0.0,0.0,0.0,-0.54005008531557,-0.54005008531557,-0.54005008531557,0.0,0.0,0.0,3.522023021807976
46,2015-11-26,4.204379684576377,0.9997502443311463,14.625722536412876,4.204379684576377,4.204379684576377,0.0,0.0,0.0,1.6696230950354223,1.6696230950354223,1.6696230950354223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5113843392149375,3.5113843392149375,3.5113843392149375,1.6696230950354223,1.6696230950354223,1.6696230950354223,1.8417612441795153,1.8417612441795153,1.8417612441795153,0.0,0.0,0.0,7.715764023791315
47,2015-12-03,4.34668626202921,0.03601806766876287,13.402750653522226,4.34668626202921,4.34668626202921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5901212975614403,2.5901212975614403,2.5901212975614403,0.0,0.0,0.0,2.5901212975614403,2.5901212975614403,2.5901212975614403,0.0,0.0,0.0,6.93680755959065
48,2015-12-10,4.488992839482043,0.39100052520620726,13.563171293142297,4.488992839482043,4.488992839482043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.299776065882883,2.299776065882883,2.299776065882883,0.0,0.0,0.0,2.299776065882883,2.299776065882883,2.299776065882883,0.0,0.0,0.0,6.788768905364925
49,2015-12-17,4.6312994169348745,-1.7462930939914523,11.35202629878789,4.6312994169348745,4.6312994169348745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.532542602082613,-1.532542602082613,-1.532542602082613,0.0,0.0,0.0,0.37021738821020267,0.37021738821020267,0.37021738821020267,-1.532542602082613,-1.532542602082613,-1.532542602082613,1.9027599902928156,1.9027599902928156,1.9027599902928156,0.0,0.0,0.0,5.001516805145077
50,2015-12-24,4.773605994374338,-4.081178669262354,8.944371585035881,4.773605994374338,4.773605994374338,-2.1004593180479354,-2.1004593180479354,-2.1004593180479354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1004593180479354,-2.1004593180479354,-2.1004593180479354,0.0,0.0,0.0,-2.413335521543516,-2.413335521543516,-2.413335521543516,-4.200918636095871,-4.200918636095871,-4.200918636095871,1.7875831145523549,1.7875831145523549,1.7875831145523549,0.0,0.0,0.0,2.3602704728308224
51,2015-12-31,4.915912571813803,-1.1982322684958853,11.86373884713072,4.915912571813803,4.915912571813803,-1.307756866175151,-1.307756866175151,-1.307756866175151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4510480200559658,0.4510480200559658,0.4510480200559658,-1.307756866175151,-1.307756866175151,-1.307756866175151,1.7588048862311167,1.7588048862311167,1.7588048862311167,0.0,0.0,0.0,5.366960591869769
52,2016-01-07,5.058219149253268,0.038935247508725186,13.018992951688379,5.058219149253268,5.058219149253268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4943323958508912,1.4943323958508912,1.4943323958508912,0.0,0.0,0.0,1.4943323958508912,1.4943323958508912,1.4943323958508912,0.0,0.0,0.0,6.5525515451041585
53,2016-01-14,5.20052572669273,-0.22161436927082634,12.891035987328205,5.20052572669273,5.20052572669273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8818212018039225,0.8818212018039225,0.8818212018039225,0.0,0.0,0.0,0.8818212018039225,0.8818212018039225,0.8818212018039225,0.0,0.0,0.0,6.082346928496652
54,2016-01-21,5.3428323041321955,-0.7858971379410955,12.002853768488965,5.3428323041321955,5.3428323041321955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06583855400783016,0.06583855400783016,0.06583855400783016,0.0,0.0,0.0,0.06583855400783016,0.06583855400783016,0.06583855400783016,0.0,0.0,0.0,5.408670858140026
55,2016-01-28,5.485138881726703,-1.5418995442153687,11.775551293837308,5.485138881726703,5.485138881726703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6323206707602647,-0.6323206707602647,-0.6323206707602647,0.0,0.0,0.0,-0.6323206707602647,-0.6323206707602647,-0.6323206707602647,0.0,0.0,0.0,4.852818210966438
56,2016-02-04,5.627445459321211,-1.6039001430502156,11.207295185334477,5.627445459321211,5.627445459321211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8750577817062114,-0.8750577817062114,-0.8750577817062114,0.0,0.0,0.0,-0.8750577817062114,-0.8750577817062114,-0.8750577817062114,0.0,0.0,0.0,4.752387677614999
57,2016-02-11,5.769752036915719,-1.8794163563515627,11.418158077399072,5.769752036915719,5.769752036915719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5907897532200443,-0.5907897532200443,-0.5907897532200443,0.0,0.0,0.0,-0.5907897532200443,-0.5907897532200443,-0.5907897532200443,0.0,0.0,0.0,5.178962283695674
58,2016-02-18,5.9120586145102285,-0.8194674678352317,12.321033118423541,5.9120586145102285,5.9120586145102285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17054968451762803,-0.17054968451762803,-0.17054968451762803,0.0,0.0,0.0,-0.17054968451762803,-0.17054968451762803,-0.17054968451762803,0.0,0.0,0.0,5.741508929992601
59,2016-02-25,6.054365192104735,-0.4548564459979282,12.65840857642151,6.054365192104735,6.054365192104735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22198251073593903,-0.22198251073593903,-0.22198251073593903,0.0,0.0,0.0,-0.22198251073593903,-0.22198251073593903,-0.22198251073593903,0.0,0.0,0.0,5.832382681368795
60,2016-03-03,6.196671769933526,-1.3193417314871803,11.202004713773391,6.196671769933526,6.196671769933526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9510727038988666,-0.9510727038988666,-0.9510727038988666,0.0,0.0,0.0,-0.9510727038988666,-0.9510727038988666,-0.9510727038988666,0.0,0.0,0.0,5.24559906603466
61,2016-03-10,6.338978347762318,-1.8602953837467284,11.14259302898844,6.338978347762318,6.338978347762318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8379010665817732,-1.8379010665817732,-1.8379010665817732,0.0,0.0,0.0,-1.8379010665817732,-1.8379010665817732,-1.8379010665817732,0.0,0.0,0.0,4.501077281180544
62,2016-03-17,6.481284925591109,-2.170065152673254,11.21686077675429,6.481284925591109,6.481284925591109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1291696508044846,-2.1291696508044846,-2.1291696508044846,0.0,0.0,0.0,-2.1291696508044846,-2.1291696508044846,-2.1291696508044846,0.0,0.0,0.0,4.352115274786625
63,2016-03-24,6.6235915034199,-0.42616465414085736,12.19622600091084,6.6235915034199,6.6235915034199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0306855080665966,1.0306855080665966,1.0306855080665966,-0.6820240554347456,-0.6820240554347456,-0.6820240554347456,1.0306855080665966,1.0306855080665966,1.0306855080665966,-1.7127095635013423,-1.7127095635013423,-1.7127095635013423,0.0,0.0,0.0,5.941567447985154
64,2016-03-31,6.765898081248691,-1.0748735824234863,11.533565077971865,6.765898081248691,6.765898081248691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3069212198540217,-1.3069212198540217,-1.3069212198540217,0.0,0.0,0.0,-1.3069212198540217,-1.3069212198540217,-1.3069212198540217,0.0,0.0,0.0,5.458976861394669
65,2016-04-07,6.9082046604878204,-1.1771957042164427,12.306164207426093,6.9082046604878204,6.9082046604878204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5750870366708987,-1.5750870366708987,-1.5750870366708987,0.0,0.0,0.0,-1.5750870366708987,-1.5750870366708987,-1.5750870366708987,0.0,0.0,0.0,5.333117623816921
