COD_PRODUTO;PRODUTO;FORNECEDOR;COD_CLASS1;COD_CLASS2;COD_CLASSIFICACAO;CLASS1;CLASS2;CLASSIFICACAO;Cod Grupo;Desc Grupo;ATIVO;
014494;GUARDA ROUPA 1120 6 TB BRANCO;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014495;GUARDA ROUPA 1130 3 TB AMENDOA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014496;GUARDA ROUPA 1140 6 TB BRANCO;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014497;GUARDA ROUPA 1143 6 TB BRANCO;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014498;GUARDA ROUPA 1150 3 TB AMENDO;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014499;GUARDA ROUPA 1160 5 BR LILAS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014500;GUARDA ROUPA 1163 8 TB MAPLE;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014501;GUARDA ROUPA 1192 8 TB MAPLE;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014502;GUARDA ROUPA 1195 3 TB AMENDOA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014503;GUARDA ROUPA 2170 3 TB AMENDOA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014504;GUARDA ROUPA 2177 4 TB CINZA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014505;GUARDA ROUPA 2179 4 TB CINZA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014507;GUARDA ROUPA 18443 8 TB MAPLE;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014508;GUARDA ROUPA 18444 6 TB BRANCO;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014509;GUARDA ROUPA 18460 4 TB CINZA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014511;G.ROUPA LORENA 6PTS.COM ESP BR PT ESP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014512;G.ROUPA VERSATIL 6PTS.IMB PT IMB;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014513;G.ROUPA CLASS 6PTS.BR PT BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014516;ROUPEIRO 2 PTS.ACACIA C COMODA ESP.CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014517;ROUPEIRO ANGELICA 04 PTS.ESP E PE CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014518;ROUPEIRO ANGELICA 04 PTS.C PE CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014519;ROUPEIRO ANGELICA 06 PTS.ESP E PE CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014520;ROUPEIRO ANGELICA 06 PTS.C PE CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014521;ROUPEIRO 6 PTS.LIATRIS BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014522;ROUPEIRO 6 PTS.LIATRIS IMB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014523;ROUPEIRO 6 PTS.LIATRIS TB BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014524;ROUPEIRO 6 PTS.LIATRIS TB MP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014525;ROUPEIRO 6 PTS.LIATRIS CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014526;ROUPEIRO 6 PTS.LIATRIS ESP IMB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014527;ROUPEIRO 6 PTS.LIATRIS ESP CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014549;ROUPEIRO 2 PTS. CONT.PINTADO 5R229 RS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014550;ROUPEIRO 2 PTS. CONT.PINTADO 1R229 BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014551;ROUPEIRO 2 PTS. CONT.PINTADO 4R229 LILAS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014552;ROUPEIRO 2 PTS. CONT.PINTADO 2R229 AZUL;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014553;ROUPEIRO 2 PTS. CONT.TEXTURADA 55R229 RS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014554;ROUPEIRO 2 PTS. CONT.TEXTURADA 44R229 LILAS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014555;ROUPEIRO 2 PTS. CONT.TEXTURADA 22R229 AZUL;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014631;ROUPEIRO 13R063 TK PR TK 6P 3GAV. PARIS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014699;G.ROUPA 3PTS.CORRER 4149 6G. 528 TB BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014700;G.ROUPA 3PTS.CORRER 4149 6G. 529 TB IMB;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014701;G.ROUPA 3PTS.CORRER 4149 6G. 533 TB MP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014702;G.ROUPA 5136 3PTS.CORRER 6G.PES MB 529 TB IMB;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014703;G.ROUPA 5136 3PTS.CORRER 6G.PES MB 542 BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014704;G.ROUPA 5136 3PTS.CORRER 6G.PES MB 557 CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014705;G.ROUPA 4150 2PTS.CORRER 4GAV.528 TB BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014706;G.ROUPA 4150 2PTS.CORRER 4GAV.529 TB IMB;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014707;G.ROUPA 4150 2PTS.CORRER 4GAV.533 TB MP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014708;G.ROUPA 4150 2PTS.CORRER 4GAV.534 BR RS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014709;G.ROUPA 5124 2PTS.C PES 551 4G CORRER BR PINK;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014710;G.ROUPA 5124 2PTS.C PES 542 4G CORRER BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014711;G.ROUPA 5124 2PTS.C PES 557 4G CORRER CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014712;G.ROUPA 5124 2PTS.C PES 528 4G CORRER TB BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014713;G.ROUPA 5124 2PTS.C PES 548 4G CORRER IMB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014726;ROUPEIRO 2 PTS.MAGISTRAL BR BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014727;ROUPEIRO 2 PTS.MAGISTRAL IB IB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014735;ROUPEIRO 6 PTS.EDUARDA ESP.ONIX PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014736;ROUPEIRO 3 PTS.CORRER GIOVANA BR BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014737;ROUPEIRO 3 PTS.CORRER GIOVANA ONIX BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014738;ROUPEIRO 3 PTS.MARINA C ESP.ONIX BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014739;ROUPEIRO 3 PTS.CORRER SUZANA C ESP.ONIX BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014740;ROUPEIRO 5 PTS.NANDA ESP.ONIX PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014741;ROUPEIRO 6 PTS.ALICIA C ESP.ONIX PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
014769;G.ROUPA BARBIE HAPPY 1A C 02 VOL 6284 BR PINK;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015169;ROUPEIRO PEQUIM SLEEP 3 PTS II BR GRI;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015221;ROUPEIRO 2PTS DACAR REF 679 BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015222;ROUPEIRO 3PTS MONTEVIDEU REF 681 BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015228;ROUPEIRO 6TS.AREZZO REF 666 CARV YPE PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015229;ROUPEIRO 3PTS COLORADO REF 680 IMB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015230;ROUPEIRO 3PTS.VERSATIL PLUS PLAT PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015231;ROUPEIRO 2 PTS.VERSATIL PLUS PLAT PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015232;ROUPEIRO 6 PTS.SPLENDORE PLAT PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015233;ROUPEIRO 2 PTS.VERSATIL PLUS TB MP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015288;ROUPEIRO 6 PTS.IRIS AV BR PER;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015289;ROUPEIRO 6 PTS.IRIS AV PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015290;ROUPEIRO 6 PTS.IRIS ONIX PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015423;G.ROUPA 4.3 SINTONIA ALEGRIA GOLD BR OFF LILA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015424;G.ROUPA 6.4 SINTONIA GOLD CHOCOLATE SAFIRA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015426;G.ROUPA 5124 2PTS C PES 533 4G.CORRER TB MP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015427;G.ROUPA 2009 6PTS.3GAV.553 CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015428;G.ROUPA 2005 4PTS.3GAV.653 IMP CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015429;G.ROUPA 2002 3PTS 3GAV.653 IMP CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015610;G.ROUPA 5124 2PTS.C PES 533 4G CORRER TB MP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015611;G.ROUPA 4150 2PTS.CORRER 4GAV.653 IMP CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015640;ROUPEIRO AQUARELA C COMODA E ESP.BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015654;ROUPEIRO 4 PTS. E NEW ESP INT BR RS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015680;G.ROUPA 5136 3PTS.CORRER 6G.PES MB 551 BR PIN;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015716;G.ROUPA 3PTS.CORRER 4149 6G. 542 BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015717;G.ROUPA 3PTS.CORRER 4149 6G. 647 IMP IMB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015718;G.ROUPA 3PTS.CORRER 4149 6G.IMP 653 CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015724;G.ROUPA 4PTS.LINE 2017 2G.BR RS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015725;ROUPEIRO C/COMODA LINE 2017 BR RS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015841;ROUPEIRO AQUARELA C COMODA E ESP.CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015842;ROUPEIRO AQUARELA C COMODA E ESP.BR LILAS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015843;ROUPEIRO 2 PTS.DUNE CLASSIC PREMIUM CZ CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015844;ROUPEIRO 4 PTS. E NEW ESP INT CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015858;ROUPEIRO 2 PTS.CORRER CAROLINA AVELA BR PER;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015859;ROUPEIRO 2 PTS.CORRER CAROLINA BR BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015860;ROUPEIRO 2 PTS.CORRER CAROLINA ONIX BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
015915;G.ROUPA 6 PTS.PETROPOLIS 2 PTS C ESP CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016194;ROUPEIRO 3 PTS.DUNE CLASSIC BR BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016195;ROUPEIRO 3 PTS.DUNE CLASSIC TB BR MP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016196;ROUPEIRO 3 PTS.DUNE CLASSIC IPE IPE AMD;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016197;ROUPEIRO 3 PTS.DUNE CLASSIC C ESP IMB IMB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016198;ROUPEIRO 3 PTS.DUNE CLASSIC C ESP TB BR MP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016199;ROUPEIRO 4 PTS. E NEW ESP INT BR RS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016218;ROUPEIRO 2 PTS.DUNE BRANCO ROSA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016262;G.ROUPA 4150 2PTS.CORRER 4GAV.542 BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016263;G.ROUPA 4150 2PTS.CORRER 4GAV.543 BR LS;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016344;ROUPEIRO 2 PTS.ACACIA C COMODA ESP.BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016345;ROUPEIRO 6 PTS.LIATRIS ESP IPE AMED;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016346;ROUPEIRO 6 PTS.LIATRIS IPE AMED;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016347;G.ROUPA 3PTS.LINE 2011 CARV PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016348;G.ROUPA 4PTS.LINE 2017 2G.CARV PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016349;G.ROUPA 6PTS.LINE 2011 4G.CARV PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016350;ROUPEIRO C/COMODA LINE 2017 CARV PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016363;ROUPEIRO UNI 4 PTS.COM KIT ESP IPE IPE AMENDO;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016364;ROUPEIRO UNI 6 PTS COM KIT ESP E PE BR BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016365;ROUPEIRO GALAXI 6 PTS CZ CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016366;ROUPEIRO UNI SLIDE 3 PTS GLASS IPE IPE AMD;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016386;ROUPEIRO LIATRIS 03 PTS. 01 PT C ESP.CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016387;ROUPEIRO ISABELA 06 PTS C ESP CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016388;ROUPEIRO LAGUNA 03 PTS C ESP CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016389;ROUPEIRO 3 PTS. BARCELONA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016418;ROUPEIRO 4 PTS.S ALINE BR UVA BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016419;ROUPEIRO 4 PTS.S ALINE BR UVA RS VIOLETA;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016460;HOME CARDEAL NEB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016461;HOME CARDEAL BR PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016462;HOME CARDEAL IMB PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016482;R 6 PTS.PRADA PREMIUM IPE IPE AMD;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016483;ROUPEIRO 6 PTS. PIUMA C KIT PE CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016484;ROUPEIRO 6 PTS. E NEW C KIT ESP CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016485;ROUPEIRO 6 PTS. E NEW GLASS CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016486;ROUPEIRO 6 PTS.MIRYAD CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016487;ROUPEIRO 6 PTS.MIRYAD IPE IPE AMD;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016488;ROUPEIRO 6 PTS. MIRYAD GLASS CZ PT;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016489;ROUPEIRO 6 PTS. MIRYAD GLASS IPE IPE AMD;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016576;ROUPEIRO BB 26 BRANCO UV;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016789;ROUPEIRO 4 PTS.LIATRIS 3 GAV BR ACP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016790;ROUPEIRO 4 PTS.LIATRIS 3 GAV BR LILAS A;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016791;ROUPEIRO 4 PTS.LIATRIS 3 GAV IMB PT AC;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016792;ROUPEIRO 4 PTS.LIATRIS 3 GAV BR AZ ACP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
016793;ROUPEIRO 4 PTS.LIATRIS 3 GAV BR PT ACP;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;N;
