COD_PRODUTO;PRODUTO;FORNECEDOR;COD_CLASS1;COD_CLASS2;COD_CLASSIFICACAO;CLASS1;CLASS2;CLASSIFICACAO;Cod Grupo;Desc Grupo;ATIVO;
000633;TV COLOR TVC 163 R;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
000820;TV COLOR TVC   140 R;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
000924;TELEVISOR COR 28 CT 7690;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
001187;TV B PRETO 17;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
001256;TV TVC 100;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
001308;TELEVISOR PB TELEFUNKEN MOD. 1;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
001592;TV A CORES 20 DIG. CTP 6790 U;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
001638;TV A CORES 14 DIG. CTP 3790;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
001746;TV COLOR TVC 162 R;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
001747;TV COLOR TVC 144 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
001834;TV COLOR TVC 144;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
001861;TV COLOR TVC 142 VS;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
001986;TELEVISOR P B TV1200;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002007;TV 14 TECLAS;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
002008;TV 20 TECLAS;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
002038;TV BRANCO E PRETO 17 PB 17A2;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002091;TV COR 14 MOD. C 1432B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002092;TV COR 14 C CR C 1485B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
002093;TV COR 16 MOD. C 1632B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002094;TV COR 20 POL. C CR C 2052B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002123;TV EM CORES 20 CTP 6792;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
002244;TV PRETO E BRANCO 12 POL.;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002342;TV COR 14 POL. C 1440B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002343;TV COR 20 POL. C 2012B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002419;TV COR 14 ULTRAVISION PC 1441;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002420;TV COR 14 ULTRAVISION PC 1432;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002421;TV COR 20 ULTRAVISION PC 2039;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002422;TV COR 20 ULTRAVISION PC 2042;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002430;TV EM CORES 14 CTP 3792;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
002435;TV COR 16 C C. REMOTO MOD. C 1;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002458;TV COR 14 POL. C  CR C 1467B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002496;TV COLOR TVC 102 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002497;TV COLOR TVC 102 B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002581;TV P  BRANCO 12 POL. REF. KV 1;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002634;TV COR 14 POL. C  CR MOD. C 14;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002635;TV COR 20 MOD. C 2050;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002780;TV GT 2911 20 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002817;TV MITSUBISHI TC 2090;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002818;TV MITSUBISHI TC 1492;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002819;TV MITSUBISHI TC 2051;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
002877;TV A CORES HPS   M90 C  CONTRO;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
003018;TV BRANCO E PRETO 12 PB 12A7;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
003161;TV COR 21 ULTRAVISION PC 2138;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
003510;TV PORTATIL P B PTV 989;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
003645;TV COR 14 ULTRAVISION PC 1442;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
003920;TV COR 14 HI VISION PC 1445;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
003925;TV COR 14 HI VISION PC 1446 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
003933;TV COR DUETTO 14 POL. PVT 1418 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
003958;TV COR 20 HI VISION PC 2046 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
003979;TV COR 20 ULTRAVISION PC 2041;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
004008;TV EM CORES TRINITRON KV 14B80;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004009;TV A CORES TRINITRON KV 2158 B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004019;TV COR 20 EMOTION PC 2043;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004094;TV COR 20 MONIT 2095 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004105;TV COR 14 MONIT 1470 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004106;TV EM CORES MONITOR 29 pol PCS 2976S;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004124;TV A CORES TRINITRON KV 3459 T;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004125;TV EM CORES TRINITRON KV 34T80;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004126;TV A CORES TRINITRON KV 29 V55;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004167;TV COR 21 EMOTION PC 2144;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004168;TV COR 33 PCS 3320N CR PREMIUM;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004220;TV PORTATIL 8 POL.;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004381;TELEVISOR EM CORES 14 CR GT 14;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1006;ELETROPORTATEIS;N;
004387;TELEVISOR EM CORES 20 CR GT 20;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1006;ELETROPORTATEIS;N;
004398;TV P B 12 POL. TS 12;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004500;TV P B PTV 12 POL.;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004531;TV COR 27 PCS 2700 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004532;TV COR 20 PVT 2016 CR  C VCR 4;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004587;TV EM CORES C 2996 D C CR STEREO;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004588;TV COR 27 CR C 2796;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004598;CONJUNTO INTEG.CD SS 4200;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1004;AUDIO E SOM;N;
004825;TV EM CORES KV 200;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004833;TV EM CORES KV 140;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004845;TV TRINITRON KV 14 C VIDEO;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004848;TELEVISOR COLOR 29 HPS 29 EB;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1006;ELETROPORTATEIS;N;
004900;TV COR 14 GT 1422;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
004901;TV COR 20 GT 2022;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
004902;TV COR 27 HT M 2775;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
004903;TV COR 29 HT M 2995;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
004904;TV COR 34 HT M 3445;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
004905;TV COR 38 HT M 3885;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
004951;CONJUNTO INTEG. SS 8200;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1004;AUDIO E SOM;N;
004952;TV COR 14 HPS 14E;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
004953;TV COR 20 HPS 2092B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005057;TV COR 14 PVT 1416 CR C  VCR 4;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005058;TV COR 14 TP 1454 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005100;TV COR 20 TP 2054 CR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005119;TV COLOR 33 HPS 33 RB;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005326;TELEVISOR COLOR 14 HPS 1471 CCE;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005327;TELEVISOR COLOR 20 HPS 2071 CCE;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005412;TELEVISOR A CORES TRINITRON KV 29 T76;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005414;TV 20  MONO PT 428 RECEPTOR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005453;TV C 14 pol MONO PT 318A;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005454;TV C 29 PT 554A;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005459;TV EM CORES TRINITRON KV 21S85;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005460;TV EM CORES TRINITRON KV 21B80;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;N;
005461;TV EM CORES KV 29VX2;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005462;TELEVISOR A CORES KV 34T80;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005488;TELEVISOR PT P12;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005545;TV PROJECAO 54 PP 700A 78R;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005660;TELEVISOR EM CORES TV2987 HMS LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005661;TELEVISOR TOSHIBA TV 3489 KMS LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005671;TV EM CORES C 3396 F5HD C CR 3;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005679;TV TC 1409 PS EVADIN;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005680;TV TC 2009 EVADIN;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005709;TELEVISOR TC 14A9;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005711;TELEVISOR TC 20A9;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005779;TV EM CORES TRINITRON KV 29 FS12B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005780;TV EM CORES TRINITRON KV 34 FV15B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005818;TV 29  PT 558A RECEPTOR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005819;TV 33  PT 574A;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005873;TV EM CORES TRINITRON KV 38 FV;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005878;TELEVISOR A CORES KV 21 FS105;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005885;TELEVISOR P B C  RADIO TV 500;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005887;TELEVISOR A CORES TRINITRON KV 29 FV16B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005895;TV TC 1410 PS MITSUBISHI LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005896;TV TC 2010 PS MITSUBISHI LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005897;TV TC 2118 PS EVADIN;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005898;TV TC 2918 PS MITSUBISHI LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005975;TELEVISOR EM CORES TV 1033 CDC LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
005983;TELEVISOR DE PROJECAO EM CORES KP 53 SV85T;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006278;TELEVISOR DE PROJECAO EM CORES KP 43T85T C RA;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006412;TV 14  PT 218A RECEPTOR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006464;TELEVISOR DE PROJECAO 43A 62 LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006475;TV EM CORES KV 34 FS13B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006476;TELEVISOR DE PROJECAO EM CORES KP 61 SV85T;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006480;TELEVISOR COLOR 29 HPS 2985 CCE;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006580;TV 14  PT 418A RECEPTOR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006593;TV 21  PT 739A REAL FLAT;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006594;TV 20  PT 529A STEREO RECEPTOR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006722;TV EM CORES KV 25 FV12B;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006801;TV 25  PT 848A;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006802;TV 29  PT 658;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006812;TELEVISOR A CORES KV 29 FV305;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006813;TV EM CORES KV 38 FV250;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006814;TELEVISOR A CORES TRIN KV 34 FV250;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006820;TV EM CORES 1433N C CONTROLE REMOTO;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006821;TV EM CORES 2033N C CONTROLE REMOTO;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006822;TELEVISOR EM CORES TV 2933N;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006830;TELEVISOR TOSHIBA TV 2958 FFS LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006831;TELEVISOR TOSHIBA TV 2086 NMS LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006839;TV 20  PT 228A MONO RECEPTOR;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
006986;TELEVISOR PORT.P B C RAD.AM FM TV 609 LENOXX;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
007008;TELEVISOR EM CORES TV 1488 JM LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
007009;TELEVISOR EM CORES TV 2088 JM LET;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
007023;TELEVISOR A CORES TRIN KV 29 FS100;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
007025;TELEVISOR A CORES TRIN KV 34 FS100;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
007031;TELEVISOR EM CORES CONJ.C RADIO TV 2924;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;N;
